task_id,n_human,n_codeit,dtw_mean_vs_mean,human_bootstrap_ci_lo,human_bootstrap_ci_hi,seed,condition
d4b1c2b1,6,194,0.49957351290685176,0.389090722035171,0.8531251402917969,42,baseline
0c786b71,8,146,2.9313973063973116,0.32570759680135875,11.532514599116165,42,baseline
ed98d772,3,14,3.324728769173214,0.5880097268986165,11.751683501683514,42,baseline
f4081712,8,256,1.0224971064814723,0.28772876880788434,5.741408140651321,42,baseline
19bb5feb,9,418,0.3423120089787347,0.3520763187429791,0.409434624018006,42,baseline
e7639916,8,440,2.209572119799326,1.5165234418359248,4.101766232504906,42,baseline
48f8583b,6,10,2.2770503387787318,0.9906196741073282,10.552138151057903,42,baseline
bc4146bd,5,154,2.180757575757595,0.8897796717171872,9.913547348484846,42,baseline
12eac192,3,181,1.206755050505059,1.206755050505059,2.776830808080799,42,baseline
84db8fc4,2,326,12.617020202020237,0.2573737373737761,49.25747474747484,42,baseline
7953d61e,3,25,1.3080281986531974,0.6347853535353559,4.583175505050511,42,baseline
60c09cac,5,541,3.8576384921301923,2.713013461789786,17.639824940719535,123,baseline
68b67ca3,10,718,4.4735129068462065,1.8953310886643129,10.175367564534127,123,baseline
59341089,9,493,0.9917410273318715,0.5250472366339605,3.951232394121169,123,baseline
e133d23d,6,432,2.813692480359205,2.7781425364758565,3.250944631500229,123,baseline
195ba7dc,3,757,5.006285072951636,0.6181818181819674,20.545791245791197,123,baseline
3194b014,10,444,0.3854551521218325,0.025025025025032416,1.7403009069676,123,baseline
5d2a5c43,2,589,11.264730639730585,5.410774410774397,22.649831649831626,123,baseline
e345f17b,5,572,0.7820707070706994,0.6505050505049822,1.814141414141464,123,baseline
0c9aba6e,1,571,10.876683501683438,10.876683501683438,10.876683501683438,123,baseline
506d28a5,3,607,0.5558922558923264,0.5558922558923263,1.5868686868687,123,baseline
d19f7514,4,615,2.9993686868687077,0.3986742424242263,11.014867424242356,123,baseline
66f2d22f,4,539,12.237463924963938,1.2721861471861038,46.74314574314558,123,baseline
9a4bb226,7,524,2.0986687424345916,1.4016214795476614,6.8318079850363045,123,baseline
34b99a2b,1,2,45.396464646464665,45.396464646464665,45.396464646464665,123,baseline
e0fb7511,7,509,1.7657641503795387,1.427999351076267,3.2954983051137083,123,baseline
070dd51e,9,312,4.883675645342322,3.212092732884424,12.372793771043865,123,baseline
7039b2d7,8,5,0.9654040404040394,0.3735206228956223,4.914191919191926,123,baseline
27f8ce4f,2,441,4.077051696099379,4.077051696099379,6.217923757606341,123,baseline
e66aafb8,10,390,1.3368125701458928,0.26722783389450877,5.571416947250288,123,baseline
833dafe3,9,200,2.0107016343995716,1.72114173418211,7.330398262135249,123,baseline
0c786b71,8,122,2.9313973063973116,0.32302188552190025,10.704033170244111,123,baseline
84db8fc4,2,566,12.617020202020122,0.2573737373738604,49.25747474747465,123,baseline
48131b3c,6,309,1.3536484893432732,1.1180662817495404,3.0157375675750173,123,baseline
12eac192,3,260,1.2067550505050604,1.2067550505050604,2.7768308080808186,123,baseline
84f2aca1,7,218,5.0189070189070035,1.888611388611401,16.667443667443678,123,baseline
e7639916,8,600,2.3586907536906807,1.6186037342287682,4.844900775150888,123,baseline
48f8583b,6,399,2.2799704086253927,0.7897715669645291,10.697361451390048,123,baseline
67b4a34d,4,285,1.8109217171717389,0.3161300505050638,13.66871843434347,123,baseline
ed98d772,3,15,3.3247287691732135,0.5880097268986171,13.044051627384956,123,baseline
f0df5ff0,7,820,3.325201218534492,2.5153759820426953,6.744735770402437,123,baseline
00576224,5,509,1.287205387205326,0.30280583613916023,9.069472502805818,123,baseline
f4081712,8,422,1.0265677609427981,0.29350536616165124,5.3743068707912345,123,baseline
cd3c21df,11,482,37.37343128252221,31.118801652892568,43.0357476277931,123,baseline
be03b35f,7,240,1.5974025974026096,0.3113275613275647,9.01737914862914,123,baseline
bc4146bd,5,21,2.1807575757575774,1.0855321969696972,9.271704545454542,123,baseline
19bb5feb,9,424,0.34231200897873504,0.351220538720517,0.4040895061728472,123,baseline
7953d61e,3,2,1.3080281986532005,0.6347853535353539,3.4298255997474865,123,baseline
62ab2642,5,50,1.0640067340067356,0.7014612794612822,2.041952861952864,123,baseline
f5aa3634,12,27,44.423470819304136,33.919176136363646,54.940575897867575,123,baseline
32e9702f,6,4,6.05127946127946,0.4869002525252529,21.178031565656564,123,baseline
60c09cac,5,601,3.8713121901208183,2.6787997781475035,17.720886401452052,17,method2
68b67ca3,10,607,4.475893476222968,2.1307733614748994,8.446116903059439,17,method2
e0fb7511,7,391,1.7657641503795405,1.2974967340352277,3.100849364310958,17,method2
e345f17b,5,562,0.7820707070707065,0.6505050505049806,1.8141414141414605,17,method2
3194b014,10,642,0.3837261503928667,4.153309640653191e-13,2.0412962962963084,17,method2
506d28a5,3,321,0.5558922558922827,0.5558922558922826,0.922053872053916,17,method2
e133d23d,6,491,2.8136924803592125,2.778338945005597,3.036915450804516,17,method2
