task_id,group,n_traces,auc_median,pct_negative_traces,pct_negative_steps,baseline,baseline_group,n_wrong_cells,numerically_coarse
903d1b4a,human_failed,3,-0.125,0.6667,0.66,0.921875,B,20,False
9110e3c5,human_success,8,0.6778,0.0,0.0,0.0,A,9,False
9110e3c5,codeit_failed,4,0.3345,0.0,0.0,0.0,A,9,False
917bccba,human_success,10,0.1418,0.9,0.293,0.8125,B,27,False
917bccba,human_failed,3,-0.4848,1.0,0.9133,0.8125,B,27,False
929ab4e9,human_success,2,-6.9552,1.0,0.455,0.942708,B,32,False
929ab4e9,human_failed,6,-0.0288,0.6667,0.55,0.942708,B,32,False
929ab4e9,codeit_success,42,0.5392,0.3095,0.0957,0.942708,B,32,False
929ab4e9,codeit_failed,5,0.4903,0.2,0.168,0.942708,B,32,False
92e50de0,human_success,6,0.7087,0.3333,0.0233,0.942925,B,47,False
92e50de0,human_failed,1,0.5277,0.0,0.0,0.942925,B,47,False
9356391f,human_success,5,0.4417,1.0,0.044,0.75,B,64,False
9356391f,human_failed,4,-0.4235,0.75,0.7425,0.75,B,64,False
93b4f4b3,human_success,6,0.312,0.0,0.0,0.0,A,85,False
93b4f4b3,human_failed,2,0.0,0.0,0.0,0.0,A,85,False
93c31fbe,human_success,7,0.2371,0.7143,0.2243,0.950549,B,36,False
93c31fbe,human_failed,3,-0.0139,0.6667,0.66,0.950549,B,36,False
94133066,human_success,2,0.6446,0.0,0.0,0.0,A,130,False
94133066,human_failed,6,0.0,0.0,0.0,0.0,A,130,False
94133066,codeit_success,11,0.303,0.0,0.0,0.0,A,130,False
94133066,codeit_failed,25,0.1067,0.0,0.0,0.0,A,130,False
94414823,human_success,13,-0.386,1.0,0.4231,0.84,B,16,False
94414823,human_failed,2,-2.2924,1.0,0.71,0.84,B,16,False
94be5b80,human_success,7,0.3839,1.0,0.0629,0.8,B,53,False
94be5b80,human_failed,1,-2.0,1.0,0.99,0.8,B,53,False
95a58926,human_success,8,0.3106,1.0,0.1675,0.895623,B,61,False
95a58926,human_failed,2,-3.8115,0.5,0.495,0.895623,B,61,False
963f59bc,human_success,9,-0.6994,0.6667,0.1644,0.946429,B,12,False
963f59bc,human_failed,1,-8.0417,1.0,0.99,0.946429,B,12,False
96a8c0cd,human_success,5,0.2895,1.0,0.046,0.891247,B,40,False
96a8c0cd,human_failed,5,-1.0834,1.0,0.99,0.891247,B,40,False
97239e3d,human_success,10,0.41,0.8,0.093,0.806228,B,55,False
97239e3d,human_failed,4,0.0263,0.5,0.3375,0.806228,B,55,False
9772c176,human_success,4,0.1132,0.75,0.18,0.93,B,27,False
9772c176,human_failed,3,-1.5357,1.0,0.99,0.93,B,27,False
981571dc,human_success,5,0.0503,0.8,0.044,0.966667,B,29,False
981571dc,human_failed,3,0.275,0.3333,0.33,0.966667,B,29,False
992798f6,human_success,7,-1.0918,0.8571,0.1886,0.957031,B,11,False
992798f6,human_failed,3,-0.1894,0.6667,0.6067,0.957031,B,11,False
99306f82,human_success,7,0.2734,1.0,0.2929,0.67,B,131,False
99306f82,human_failed,3,-0.0,0.6667,0.3367,0.67,B,131,False
99306f82,codeit_failed,113,-0.227,1.0,0.6813,0.67,B,131,False
9a4bb226,human_success,7,0.4454,0.0,0.0,0.0,A,9,False
9a4bb226,human_failed,3,0.0,0.0,0.0,0.0,A,9,False
9a4bb226,codeit_success,58,0.4137,0.0,0.0,0.0,A,9,False
9a4bb226,codeit_failed,546,0.3518,0.0,0.0,0.0,A,9,False
9b2a60aa,human_success,7,0.0672,0.8571,0.1386,0.923077,B,23,False
9b2a60aa,human_failed,6,-1.2362,0.8333,0.8233,0.923077,B,23,False
9b365c51,human_success,4,0.5431,0.75,0.0575,0.520408,B,94,False
9b365c51,human_failed,3,0.243,0.6667,0.34,0.520408,B,94,False
9b4c17c4,human_success,5,-4.0022,1.0,0.99,0.802469,B,16,False
9b4c17c4,human_failed,1,-3.8368,1.0,0.99,0.802469,B,16,False
9bebae7a,human_success,9,0.3868,0.7778,0.1133,0.886364,B,15,False
9bebae7a,human_failed,4,-0.287,1.0,0.79,0.886364,B,15,False
9c1e755f,human_success,11,0.4357,0.7273,0.1064,0.62,B,38,False
9c1e755f,human_failed,4,0.3553,0.5,0.3825,0.62,B,38,False
9c56f360,human_success,6,-0.2121,0.6667,0.3483,0.82716,B,14,False
9c56f360,human_failed,4,-0.4643,0.5,0.495,0.82716,B,14,False
9caba7c3,human_success,4,0.1357,0.5,0.0725,0.927978,B,25,False
9caba7c3,human_failed,4,-0.2531,0.5,0.495,0.927978,B,25,False
9ddd00f0,human_success,8,0.4395,1.0,0.1975,0.626039,B,135,False
9ddd00f0,human_failed,4,-0.4556,0.75,0.6625,0.626039,B,135,False
9def23fe,human_success,4,0.6901,0.5,0.1625,0.715,B,114,False
9def23fe,human_failed,5,0.4558,0.2,0.002,0.715,B,114,False
9f27f097,human_success,7,-0.3877,0.8571,0.4129,0.916667,B,12,False
9f27f097,human_failed,3,0.2067,0.3333,0.33,0.916667,B,12,False
a04b2602,human_success,9,0.4625,0.8889,0.15,0.75463,B,105,False
a04b2602,human_failed,2,0.8666,0.0,0.0,0.75463,B,105,False
a096bf4d,human_success,7,-0.9954,0.7143,0.2286,0.983728,B,11,False
a096bf4d,human_failed,6,-0.25,1.0,0.8817,0.983728,B,11,False
a3f84088,human_success,3,0.6518,0.6667,0.0433,0.545556,B,409,False
a3f84088,human_failed,2,-0.2237,0.5,0.495,0.545556,B,409,False
a3f84088,codeit_failed,317,-0.1414,0.9621,0.638,0.545556,B,409,False
a406ac07,human_success,9,0.3019,0.7778,0.2089,0.83,B,17,False
a406ac07,human_failed,2,0.261,0.0,0.0,0.83,B,17,False
a57f2f04,human_success,4,0.157,1.0,0.2225,0.856643,B,81,False
a57f2f04,human_failed,5,-0.0079,0.6,0.594,0.856643,B,81,False
a59b95c0,human_success,8,0.4411,0.0,0.0,0.0,A,144,False
a59b95c0,human_failed,5,0.0,0.0,0.0,0.0,A,144,False
a59b95c0,codeit_success,1,0.1,0.0,0.0,0.0,A,144,False
a59b95c0,codeit_failed,623,0.0,0.0,0.0,0.0,A,144,False
a680ac02,human_success,8,0.5594,0.0,0.0,0.0,A,48,False
a680ac02,human_failed,2,0.0,0.0,0.0,0.0,A,48,False
a8610ef7,human_failed,8,-0.5827,1.0,0.99,0.722222,B,10,False
a934301b,human_success,12,0.4388,1.0,0.1142,0.692308,B,48,False
a934301b,human_failed,2,-0.1637,0.5,0.495,0.692308,B,48,False
aa18de87,human_success,6,0.3275,0.6667,0.1683,0.638889,B,13,False
aa18de87,human_failed,3,0.1668,0.6667,0.4533,0.638889,B,13,False
aa18de87,codeit_success,155,-0.6397,0.9742,0.7113,0.638889,B,13,False
aa18de87,codeit_failed,95,-1.1154,0.9579,0.8664,0.638889,B,13,False
aa300dc3,human_success,10,-1.706,1.0,0.5,0.93,B,6,False
aa4ec2a5,human_success,11,0.4105,0.5455,0.0755,0.655271,B,241,False
aa4ec2a5,human_failed,3,0.3936,0.3333,0.33,0.655271,B,241,False
aab50785,human_success,3,0.578,0.0,0.0,0.0,A,32,False
aab50785,human_failed,5,0.0,0.0,0.0,0.0,A,32,False
ac0c5833,human_success,9,0.3415,0.7778,0.0867,0.932785,B,48,False
ac0c5833,human_failed,2,0.0019,0.5,0.495,0.932785,B,48,False
ac2e8ecf,human_success,4,0.1909,1.0,0.2725,0.616667,B,92,False
ac2e8ecf,human_failed,3,-1.4478,1.0,0.8267,0.616667,B,92,False
ac3e2b04,human_success,11,0.3207,0.7273,0.1045,0.791667,B,60,False
ac3e2b04,human_failed,4,0.2719,0.0,0.0,0.791667,B,60,False
ac3e2b04,codeit_failed,51,-0.1456,0.902,0.7443,0.791667,B,60,False
ac605cbb,human_success,5,0.2248,0.8,0.098,0.842975,B,19,False
ac605cbb,human_failed,7,0.2368,0.4286,0.4243,0.842975,B,19,False
ad7e01d0,human_success,4,0.8966,0.0,0.0,0.0,A,625,False
ad7e01d0,human_failed,14,0.0,0.0,0.0,0.0,A,625,False
ad7e01d0,codeit_failed,108,0.0,0.0,0.0,0.0,A,625,False
ae58858e,human_success,7,-0.3568,0.8571,0.44,0.8125,B,9,False
ae58858e,human_failed,3,0.0,0.6667,0.2167,0.8125,B,9,False
ae58858e,codeit_failed,21,0.1389,0.2857,0.2219,0.8125,B,9,False
aee291af,human_success,8,0.5886,0.0,0.0,0.0,A,25,False
aee291af,human_failed,3,0.0,0.0,0.0,0.0,A,25,False
af22c60d,human_success,3,0.4256,0.6667,0.0167,0.937778,B,55,False
af22c60d,human_failed,3,0.5387,0.0,0.0,0.937778,B,55,False
af24b4cc,human_success,9,0.6056,0.0,0.0,0.0,A,20,False
af24b4cc,human_failed,1,0.0,0.0,0.0,0.0,A,20,False
b0722778,human_success,3,0.7415,0.0,0.0,0.0,A,16,False
b0722778,human_failed,7,0.15,0.0,0.0,0.0,A,16,False
b0f4d537,human_success,9,0.6803,0.0,0.0,0.0,A,84,False
b0f4d537,human_failed,3,0.0,0.0,0.0,0.0,A,84,False
b15fca0b,human_success,11,0.2549,0.9091,0.2591,0.74,B,26,False
b15fca0b,codeit_failed,66,-0.7506,0.8939,0.8509,0.74,B,26,False
b1fc8b8e,human_success,5,0.3792,0.0,0.0,0.0,A,25,False
b1fc8b8e,human_failed,3,0.0,0.0,0.0,0.0,A,25,False
b20f7c8b,human_success,6,0.4271,0.8333,0.2033,0.747475,B,99,False
b20f7c8b,human_failed,5,0.1226,0.2,0.198,0.747475,B,99,False
b457fec5,human_success,4,0.6775,0.5,0.015,0.63285,B,227,False
b457fec5,human_failed,2,-0.441,0.5,0.495,0.63285,B,227,False
b4a43f3b,human_failed,10,0.4766,0.0,0.0,0.0,A,324,False
b7999b51,human_success,12,0.6758,0.0,0.0,0.0,A,30,False
b7999b51,human_failed,3,0.0,0.0,0.0,0.0,A,30,False
b7cb93ac,human_success,12,0.4283,0.0,0.0,0.0,A,12,False
b7cb93ac,human_failed,3,0.0,0.0,0.0,0.0,A,12,False
b7f8a4d8,human_success,3,0.4716,0.6667,0.0367,0.893333,B,96,False
b7f8a4d8,human_failed,7,0.0199,0.5714,0.3271,0.893333,B,96,False
b7f8a4d8,codeit_failed,136,-2.0459,0.9559,0.7578,0.893333,B,96,False
b7fb29bc,human_success,7,0.2174,1.0,0.2129,0.786667,B,48,False
b7fb29bc,human_failed,2,-0.8413,0.5,0.495,0.786667,B,48,False
b7fb29bc,codeit_failed,16,0.1078,0.375,0.2356,0.786667,B,48,False
b942fd60,human_success,4,0.5314,0.0,0.0,0.641667,B,42,False
b942fd60,human_failed,11,0.0712,0.3636,0.3591,0.641667,B,42,False
b9630600,human_success,6,0.3097,0.6667,0.0233,0.932222,B,61,False
b9630600,human_failed,3,-1.6339,1.0,0.8,0.932222,B,61,False
ba9d41b8,human_success,6,0.3724,1.0,0.1133,0.808864,B,68,False
baf41dbf,human_success,7,0.3757,1.0,0.1086,0.816176,B,50,False
baf41dbf,human_failed,4,-1.235,0.75,0.7425,0.816176,B,50,False
bb52a14b,human_success,4,-3.5297,1.0,0.225,0.979339,B,10,False
bb52a14b,human_failed,4,-1.2868,0.75,0.7425,0.979339,B,10,False
bbb1b8b6,human_success,9,0.4156,0.0,0.0,0.0,A,16,False
bbb1b8b6,human_failed,4,0.0,0.0,0.0,0.0,A,16,False
bbb1b8b6,codeit_success,11,0.5542,0.0,0.0,0.0,A,16,False
bbb1b8b6,codeit_failed,235,0.1919,0.0,0.0,0.0,A,16,False
bc4146bd,human_success,5,0.481,0.0,0.0,0.0,A,80,False
bc4146bd,human_failed,7,0.0882,0.0,0.0,0.0,A,80,False
bc4146bd,codeit_success,138,0.0372,0.0,0.0,0.0,A,80,False
bc4146bd,codeit_failed,1,0.0,0.0,0.0,0.0,A,80,False
bcb3040b,human_success,5,-0.6977,1.0,0.122,0.950617,B,16,False
bcb3040b,human_failed,2,0.1146,0.5,0.495,0.950617,B,16,False
bd14c3bf,human_success,10,0.4388,0.7,0.061,0.831025,B,61,False
bd14c3bf,human_failed,6,-0.1395,0.8333,0.7117,0.831025,B,61,False
be03b35f,human_success,7,0.3333,0.0,0.0,0.0,A,4,False
be03b35f,human_failed,3,0.2708,0.0,0.0,0.0,A,4,False
be03b35f,codeit_success,335,0.1,0.0,0.0,0.0,A,4,False
be03b35f,codeit_failed,64,0.0833,0.0,0.0,0.0,A,4,False
bf32578f,human_success,4,0.4744,0.75,0.15,0.625,B,24,False
bf32578f,human_failed,6,-0.1743,0.5,0.495,0.625,B,24,False
bf699163,human_success,9,0.6905,0.0,0.0,0.0,A,9,False
bf699163,codeit_success,2,0.5,0.0,0.0,0.0,A,9,False
bf699163,codeit_failed,188,0.0,0.0,0.0,0.0,A,9,False
bf89d739,human_success,7,-0.4454,0.8571,0.2814,0.920168,B,19,False
bf89d739,human_failed,1,0.1579,0.0,0.0,0.920168,B,19,False
c074846d,human_success,7,-1.3644,0.8571,0.28,0.925926,B,6,False
c074846d,human_failed,2,-6.1598,1.0,0.895,0.925926,B,6,False
c074846d,codeit_failed,19,-0.2237,1.0,0.8711,0.925926,B,6,False
c1990cce,human_success,4,0.8492,0.0,0.0,0.0,A,289,False
c1990cce,human_failed,5,0.0,0.0,0.0,0.0,A,289,False
c3202e5a,human_success,8,0.6289,0.0,0.0,0.0,A,25,False
c3202e5a,human_failed,1,0.0,0.0,0.0,0.0,A,25,False
c3202e5a,codeit_failed,2,0.0,0.0,0.0,0.0,A,25,False
c35c1b4c,human_success,4,0.3454,0.5,0.1975,0.88,B,12,False
c35c1b4c,human_failed,5,-0.4583,0.6,0.594,0.88,B,12,False
c48954c1,human_success,3,0.4772,0.0,0.0,0.0,A,81,False
c48954c1,human_failed,4,0.2829,0.0,0.0,0.0,A,81,False
c62e2108,human_success,5,0.5254,0.4,0.052,0.75,B,144,False
c62e2108,human_failed,4,0.2448,0.25,0.2475,0.75,B,144,False
c64f1187,human_success,12,0.7966,0.0,0.0,0.0,A,121,False
c64f1187,human_failed,3,0.0,0.0,0.0,0.0,A,121,False
c658a4bd,human_success,6,0.3863,0.0,0.0,0.0,A,100,False
c658a4bd,human_failed,4,0.0,0.0,0.0,0.0,A,100,False
c663677b,human_success,3,-0.7253,0.6667,0.3167,0.888889,B,81,False
c663677b,human_failed,5,0.0198,0.4,0.396,0.888889,B,81,False
c6e1b8da,human_success,7,0.2477,0.8571,0.17,0.8275,B,69,False
c6e1b8da,human_failed,2,-0.044,1.0,0.56,0.8275,B,69,False
c7d4e6ad,human_success,7,0.275,1.0,0.1014,0.8,B,19,False
c7d4e6ad,human_failed,1,-0.05,1.0,0.99,0.8,B,19,False
c87289bb,human_success,7,0.4378,0.5714,0.0686,0.78,B,32,False
c87289bb,human_failed,1,-0.0076,1.0,0.49,0.78,B,32,False
c8b7cc0f,human_success,9,0.6531,0.0,0.0,0.0,A,9,False
c8b7cc0f,human_failed,2,0.4475,0.0,0.0,0.0,A,9,False
c8b7cc0f,codeit_failed,3,0.4167,0.0,0.0,0.0,A,9,False
c92b942c,human_success,4,0.7511,0.0,0.0,0.0,A,81,False
c92b942c,human_failed,8,0.2702,0.0,0.0,0.0,A,81,False
c97c0139,human_success,6,0.4157,0.6667,0.0567,0.848485,B,69,False
c97c0139,human_failed,5,-2.1078,1.0,0.99,0.848485,B,69,False
ca8de6ea,human_success,8,0.45,0.0,0.0,0.0,A,9,False
ca8de6ea,human_failed,3,0.0,0.0,0.0,0.0,A,9,False
ca8f78db,human_success,8,0.2861,0.875,0.0938,0.918889,B,73,False
ca8f78db,codeit_failed,1,-3.3265,1.0,0.99,0.918889,B,73,False
cad67732,human_success,8,0.8623,0.0,0.0,0.0,A,400,False
cad67732,human_failed,2,0.0281,0.0,0.0,0.0,A,400,False
cb227835,human_success,4,0.0766,0.75,0.215,0.89011,B,20,False
cb227835,human_failed,4,-0.0066,0.75,0.58,0.89011,B,20,False
ccd554ac,human_success,4,0.5948,0.0,0.0,0.0,A,625,False
ccd554ac,human_failed,6,0.0,0.0,0.0,0.0,A,625,False
ccd554ac,codeit_failed,268,0.0,0.0,0.0,0.0,A,625,False
cd3c21df,human_success,11,0.375,0.0,0.0,0.0,A,6,False
cd3c21df,human_failed,1,0.0,0.0,0.0,0.0,A,6,False
cd3c21df,codeit_success,21,0.8333,0.0,0.0,0.0,A,6,False
cd3c21df,codeit_failed,169,0.456,0.0,0.0,0.0,A,6,False
ce039d91,human_success,4,0.4165,0.5,0.075,0.8,B,19,False
ce039d91,human_failed,9,0.2211,0.1111,0.0289,0.8,B,19,False
ce8d95cc,human_success,3,0.5841,0.0,0.0,0.0,A,63,False
ce8d95cc,human_failed,3,0.0,0.0,0.0,0.0,A,63,False
cf133acc,human_success,7,0.2047,0.8571,0.1586,0.88,B,27,False
cf133acc,human_failed,2,-0.7177,1.0,0.99,0.88,B,27,False
cfb2ce5a,human_success,6,0.3682,1.0,0.175,0.63,B,37,False
cfb2ce5a,human_failed,8,0.0765,0.5,0.4587,0.63,B,37,False
d017b73f,human_success,6,0.5273,0.0,0.0,0.0,A,24,False
d017b73f,human_failed,6,0.0,0.0,0.0,0.0,A,24,False
d19f7514,human_success,4,0.5839,0.0,0.0,0.0,A,24,False
d19f7514,human_failed,9,0.4253,0.0,0.0,0.0,A,24,False
d19f7514,codeit_success,61,0.3417,0.0,0.0,0.0,A,24,False
d19f7514,codeit_failed,2,0.4891,0.0,0.0,0.0,A,24,False
d282b262,human_success,4,0.6048,0.75,0.0275,0.595556,B,91,False
d282b262,human_failed,3,0.0455,0.3333,0.08,0.595556,B,91,False
d2acf2cb,human_success,6,0.6027,0.3333,0.0683,0.733333,B,24,False
d2acf2cb,human_failed,3,0.0278,0.3333,0.3267,0.733333,B,24,False
d2acf2cb,codeit_failed,1,-0.2291,1.0,0.5,0.733333,B,24,False
d304284e,human_success,9,0.3434,0.7778,0.0789,0.911491,B,57,False
d304284e,human_failed,3,-1.4195,1.0,0.99,0.911491,B,57,False
d37a1ef5,human_success,9,0.1208,0.8889,0.2367,0.788462,B,33,False
d37a1ef5,human_failed,1,-0.0076,1.0,0.5,0.788462,B,33,False
d37a1ef5,codeit_failed,123,-0.6711,0.8943,0.6689,0.788462,B,33,False
d47aa2ff,human_success,4,0.7842,0.0,0.0,0.0,A,100,False
d47aa2ff,human_failed,3,0.7667,0.0,0.0,0.0,A,100,False
d492a647,human_success,5,0.3674,1.0,0.056,0.827451,B,44,False
d492a647,human_failed,4,-0.6655,1.0,0.885,0.827451,B,44,False
d4b1c2b1,human_success,6,0.2742,0.0,0.0,0.0,A,225,False
d4b1c2b1,human_failed,6,0.0,0.0,0.0,0.0,A,225,False
d4b1c2b1,codeit_success,103,0.1667,0.0,0.0,0.0,A,225,False
d4b1c2b1,codeit_failed,197,0.0,0.0,0.0,0.0,A,225,False
d4c90558,human_success,10,0.6109,0.0,0.0,0.0,A,24,False
d56f2372,human_success,4,0.6706,0.0,0.0,0.0,A,54,False
d56f2372,human_failed,3,0.0,0.0,0.0,0.0,A,54,False
d56f2372,codeit_failed,305,0.0,0.0,0.0,0.0,A,54,False
d5c634a2,human_success,5,0.6396,0.0,0.0,0.0,A,18,False
d5c634a2,human_failed,7,0.0,0.0,0.0,0.0,A,18,False
d5c634a2,codeit_failed,1,0.1991,0.0,0.0,0.0,A,18,False
d931c21c,human_success,9,0.4877,0.5556,0.0078,0.855556,B,130,False
d931c21c,human_failed,2,0.7884,0.0,0.0,0.855556,B,130,False
d931c21c,codeit_failed,62,-0.0403,0.8871,0.7806,0.855556,B,130,False
d94c3b52,human_success,4,0.4016,1.0,0.035,0.84,B,68,False
d94c3b52,human_failed,4,-0.2592,1.0,0.99,0.84,B,68,False
da2b0fe3,human_success,10,-0.669,1.0,0.472,0.9,B,9,False
da2b0fe3,human_failed,1,-4.927,1.0,0.99,0.9,B,9,False
da2b0fe3,codeit_failed,18,-2.343,0.9444,0.8894,0.9,B,9,False
da515329,human_success,3,0.4925,0.3333,0.0133,0.525148,B,321,False
da515329,human_failed,4,-0.5493,0.75,0.72,0.525148,B,321,False
dc2aa30b,human_success,3,0.011,1.0,0.4467,0.636364,B,44,False
dc2aa30b,human_failed,7,0.0891,0.4286,0.1543,0.636364,B,44,False
dc2e9a9d,human_success,13,0.283,0.8462,0.1192,0.928571,B,57,False
dc2e9a9d,human_failed,2,-0.3017,0.5,0.495,0.928571,B,57,False
dd2401ed,human_success,5,0.4399,0.8,0.188,0.838095,B,16,False
dd2401ed,human_failed,5,0.0588,0.2,0.198,0.838095,B,16,False
dd2401ed,codeit_failed,5,0.0,0.4,0.396,0.838095,B,16,False
de493100,human_success,4,0.4205,0.0,0.0,0.0,A,20,False
de493100,human_failed,2,0.0,0.0,0.0,0.0,A,20,False
df8cc377,human_success,6,0.2769,0.8333,0.1417,0.84965,B,85,False
df8cc377,human_failed,3,0.2447,0.3333,0.33,0.84965,B,85,False
e0fb7511,human_success,7,0.0503,1.0,0.3529,0.804734,B,33,False
e0fb7511,human_failed,3,0.2576,0.0,0.0,0.804734,B,33,False
e0fb7511,codeit_success,26,0.2395,0.5,0.3535,0.804734,B,33,False
e133d23d,human_success,6,0.5308,0.0,0.0,0.0,A,9,False
e133d23d,human_failed,4,0.0965,0.0,0.0,0.0,A,9,False
e133d23d,codeit_success,137,0.3498,0.0,0.0,0.0,A,9,False
e133d23d,codeit_failed,94,0.3325,0.0,0.0,0.0,A,9,False
e1baa8a4,human_success,9,0.4333,0.0,0.0,0.0,A,20,False
e1baa8a4,human_failed,1,0.0,0.0,0.0,0.0,A,20,False
e1baa8a4,codeit_failed,140,0.0,0.0,0.0,0.0,A,20,False
e1d2900e,human_success,8,-1.5679,0.875,0.1575,0.977778,B,20,False
e1d2900e,human_failed,3,-42.5253,1.0,0.9433,0.977778,B,20,False
e2092e0c,human_success,1,-0.3816,1.0,0.11,0.933333,B,14,False
e2092e0c,human_failed,7,-0.6093,1.0,0.9557,0.933333,B,14,False
e2092e0c,codeit_failed,4,0.0,0.25,0.245,0.933333,B,14,False
e21a174a,human_success,6,0.422,0.6667,0.1017,0.591837,B,20,False
e21a174a,human_failed,3,0.0674,0.6667,0.3867,0.591837,B,20,False
e345f17b,human_success,5,0.5893,0.0,0.0,0.0,A,16,False
e345f17b,human_failed,4,0.3612,0.0,0.0,0.0,A,16,False
e345f17b,codeit_success,177,0.3982,0.0,0.0,0.0,A,16,False
e345f17b,codeit_failed,2,0.1797,0.0,0.0,0.0,A,16,False
e4075551,human_success,7,0.4557,0.5714,0.0257,0.770833,B,54,False
e4075551,human_failed,2,-2.3824,1.0,0.83,0.770833,B,54,False
e41c6fd3,human_success,8,0.3906,1.0,0.0988,0.843137,B,80,False
e41c6fd3,human_failed,7,-0.1586,1.0,0.88,0.843137,B,80,False
e57337a4,human_success,13,0.5486,0.0,0.0,0.0,A,9,False
e57337a4,human_failed,2,0.3583,0.0,0.0,0.0,A,9,False
e57337a4,codeit_failed,12,0.1232,0.0,0.0,0.0,A,9,False
e5790162,human_success,8,0.144,0.75,0.1175,0.858333,B,17,False
e5790162,human_failed,6,-0.2881,0.8333,0.6217,0.858333,B,17,False
e5c44e8f,human_success,6,-2.3861,1.0,0.5017,0.958678,B,4,False
e5c44e8f,human_failed,7,-2.9945,1.0,0.87,0.958678,B,4,False
e619ca6e,human_success,6,0.4136,0.8333,0.055,0.874384,B,102,False
e619ca6e,human_failed,3,-0.8671,0.6667,0.63,0.874384,B,102,False
e633a9e5,human_success,4,0.6309,0.0,0.0,0.0,A,25,False
e633a9e5,human_failed,2,0.467,0.0,0.0,0.0,A,25,False
e66aafb8,human_success,10,0.45,0.0,0.0,0.0,A,9,False
e66aafb8,human_failed,3,0.1042,0.0,0.0,0.0,A,9,False
e66aafb8,codeit_success,736,0.1029,0.0,0.0,0.0,A,9,False
e66aafb8,codeit_failed,171,0.0889,0.0,0.0,0.0,A,9,False
e681b708,human_success,6,0.1184,0.6667,0.2433,0.948225,B,34,False
e681b708,human_failed,2,-0.075,1.0,0.99,0.948225,B,34,False
e69241bd,human_success,6,-0.482,1.0,0.57,0.753086,B,20,False
e69241bd,human_failed,3,-0.8257,0.6667,0.66,0.753086,B,20,False
e6de6e8f,human_success,1,0.8542,0.0,0.0,0.0,A,56,False
e6de6e8f,human_failed,9,0.6631,0.0,0.0,0.0,A,56,False
e74e1818,human_success,9,0.4569,0.5556,0.0933,0.795556,B,46,False
e74e1818,human_failed,3,0.6174,0.3333,0.33,0.795556,B,46,False
e760a62e,human_success,8,0.1984,1.0,0.14,0.781888,B,171,False
e760a62e,human_failed,2,-0.6499,0.5,0.495,0.781888,B,171,False
e7639916,human_success,8,0.2411,1.0,0.2662,0.82967,B,30,False
e7639916,human_failed,3,-3.6531,1.0,0.99,0.82967,B,30,False
e7639916,codeit_success,165,-0.5509,0.9758,0.7292,0.82967,B,30,False
e7639916,codeit_failed,13,-0.2403,1.0,0.9338,0.82967,B,30,False
e78887d1,human_success,5,0.6452,0.0,0.0,0.0,A,45,False
e78887d1,human_failed,6,0.428,0.0,0.0,0.0,A,45,False
e7a25a18,human_success,9,0.3383,0.0,0.0,0.0,A,100,False
e7a25a18,human_failed,2,0.0,0.0,0.0,0.0,A,100,False
e7b06bea,human_success,6,0.5498,0.8333,0.1217,0.555556,B,36,False
e7b06bea,human_failed,10,0.1577,0.6,0.426,0.555556,B,36,False
e7dd8335,human_success,7,-0.2719,0.8571,0.28,0.89899,B,9,False
e7dd8335,human_failed,1,-6.6748,1.0,0.99,0.89899,B,9,False
e872b94a,human_success,9,0.25,0.0,0.0,0.0,A,3,False
e872b94a,human_failed,6,0.0,0.0,0.0,0.0,A,3,False
e872b94a,codeit_success,21,0.4583,0.0,0.0,0.0,A,3,False
e872b94a,codeit_failed,161,0.0,0.0,0.0,0.0,A,3,False
e88171ec,human_success,9,-2.1247,0.7778,0.2956,0.972789,B,12,False
e88171ec,human_failed,2,-19.8768,1.0,0.99,0.972789,B,12,False
e95e3d8e,human_success,5,0.3458,0.6,0.188,0.904959,B,46,False
e95e3d8e,human_failed,2,-3.6371,1.0,0.515,0.904959,B,46,False
e99362f0,human_success,4,0.5629,0.0,0.0,0.0,A,20,False
e99362f0,human_failed,13,0.4344,0.0,0.0,0.0,A,20,False
e9ac8c9e,human_success,9,0.4994,0.8889,0.0544,0.697778,B,67,False
e9ac8c9e,human_failed,3,-0.0584,0.6667,0.6567,0.697778,B,67,False
e9b4f6fc,human_success,7,0.4412,0.0,0.0,0.0,A,30,False
e9b4f6fc,human_failed,3,0.0,0.0,0.0,0.0,A,30,False
e9b4f6fc,codeit_failed,90,0.5805,0.0,0.0,0.0,A,30,False
e9bb6954,human_success,5,0.5141,0.6,0.016,0.764543,B,84,False
e9bb6954,human_failed,4,-0.2225,0.5,0.4925,0.764543,B,84,False
e9bb6954,codeit_failed,84,-0.4633,1.0,0.5704,0.764543,B,84,False
e9c9d9a1,human_success,9,0.4328,0.8889,0.1644,0.671111,B,74,False
e9c9d9a1,human_failed,2,-0.8901,0.5,0.495,0.671111,B,74,False
ea959feb,human_success,11,0.3163,0.6364,0.2536,0.910909,B,49,False
ea959feb,human_failed,1,0.602,0.0,0.0,0.910909,B,49,False
ea9794b1,human_success,2,0.6013,0.0,0.0,0.0,A,25,False
ea9794b1,human_failed,7,0.3838,0.0,0.0,0.0,A,25,False
ea9794b1,codeit_success,16,0.3046,0.0,0.0,0.0,A,25,False
ea9794b1,codeit_failed,19,0.2711,0.0,0.0,0.0,A,25,False
ecaa0ec1,human_success,6,-0.4146,0.6667,0.1517,0.92562,B,8,False
ecaa0ec1,human_failed,4,-0.2701,0.5,0.2375,0.92562,B,8,False
ed74f2f2,human_success,7,0.5486,0.0,0.0,0.0,A,9,False
