task_id,group,n_traces,auc_median,pct_negative_traces,pct_negative_steps,baseline,baseline_group,n_wrong_cells,numerically_coarse
ed74f2f2,human_failed,4,0.0325,0.0,0.0,0.0,A,9,False
ed74f2f2,codeit_success,20,0.3487,0.0,0.0,0.0,A,9,False
ed74f2f2,codeit_failed,138,0.1712,0.0,0.0,0.0,A,9,False
ed98d772,human_success,3,0.6438,0.0,0.0,0.0,A,36,False
ed98d772,human_failed,7,0.5261,0.0,0.0,0.0,A,36,False
ed98d772,codeit_success,113,0.05,0.0,0.0,0.0,A,36,False
ed98d772,codeit_failed,501,0.0475,0.0,0.0,0.0,A,36,False
ef26cbf6,human_success,8,0.1565,1.0,0.285,0.818182,B,13,False
ef26cbf6,human_failed,2,-0.0922,0.5,0.375,0.818182,B,13,False
f0afb749,human_success,12,0.685,0.0,0.0,0.0,A,36,False
f0afb749,human_failed,4,0.3472,0.0,0.0,0.0,A,36,False
f0afb749,codeit_failed,55,0.4399,0.0,0.0,0.0,A,36,False
f0df5ff0,human_success,7,0.3821,1.0,0.0571,0.804444,B,44,False
f0df5ff0,human_failed,2,-0.1382,0.5,0.445,0.804444,B,44,False
f0df5ff0,codeit_success,62,-0.9687,0.9194,0.6577,0.804444,B,44,False
f0df5ff0,codeit_failed,29,-0.0492,0.9655,0.7055,0.804444,B,44,False
f21745ec,human_success,9,0.3133,1.0,0.1444,0.818182,B,91,False
f21745ec,human_failed,3,-0.0109,0.6667,0.66,0.818182,B,91,False
f3b10344,human_success,3,-0.61,1.0,0.3633,0.927586,B,63,False
f3b10344,human_failed,5,0.7307,0.2,0.198,0.927586,B,63,False
f3cdc58f,human_success,8,0.5266,0.875,0.0912,0.54,B,46,False
f3cdc58f,human_failed,1,0.1309,1.0,0.1,0.54,B,46,False
f3e62deb,human_success,5,0.2765,0.8,0.098,0.84,B,16,False
f3e62deb,human_failed,2,-0.0051,0.5,0.465,0.84,B,16,False
f3e62deb,codeit_failed,11,0.0939,0.2727,0.1464,0.84,B,16,False
f4081712,human_success,8,0.4365,0.0,0.0,0.0,A,24,False
f4081712,human_failed,4,0.0,0.0,0.0,0.0,A,24,False
f4081712,codeit_success,653,0.2397,0.0,0.0,0.0,A,24,False
f4081712,codeit_failed,265,0.0983,0.0,0.0,0.0,A,24,False
f45f5ca7,human_success,15,0.1431,0.7333,0.1547,0.84,B,16,False
f5aa3634,human_success,12,0.3697,0.0,0.0,0.0,A,12,False
f5aa3634,human_failed,2,0.0,0.0,0.0,0.0,A,12,False
f5aa3634,codeit_success,36,0.4381,0.0,0.0,0.0,A,12,False
f5aa3634,codeit_failed,206,0.0,0.0,0.0,0.0,A,12,False
f5c89df1,human_success,3,0.3276,0.6667,0.08,0.822485,B,30,False
f5c89df1,human_failed,7,0.1156,0.4286,0.25,0.822485,B,30,False
f823c43c,human_success,8,0.2628,1.0,0.215,0.761719,B,61,False
f823c43c,human_failed,2,-0.123,1.0,0.985,0.761719,B,61,False
f83cb3f6,human_success,10,0.1921,0.8,0.093,0.866667,B,19,False
f83cb3f6,human_failed,3,0.3101,0.3333,0.0433,0.866667,B,19,False
f8be4b64,human_success,4,0.4436,0.75,0.0575,0.739612,B,93,False
f8be4b64,human_failed,4,0.6309,0.25,0.2475,0.739612,B,93,False
f9a67cb5,human_success,2,0.1753,1.0,0.29,0.72381,B,58,False
f9a67cb5,human_failed,7,0.0538,0.4286,0.3129,0.72381,B,58,False
f9d67f8b,human_success,3,0.3957,1.0,0.05,0.881111,B,107,False
f9d67f8b,human_failed,3,-0.154,1.0,0.8367,0.881111,B,107,False
fafd9572,human_success,11,0.3135,0.8182,0.2118,0.785714,B,36,False
fafd9572,human_failed,1,-0.0417,1.0,0.99,0.785714,B,36,False
fb791726,human_success,8,0.727,0.0,0.0,0.0,A,64,False
fb791726,human_failed,2,0.2126,0.0,0.0,0.0,A,64,False
fc754716,human_success,6,0.3926,1.0,0.1467,0.539683,B,29,False
fc754716,human_failed,1,-0.0977,1.0,0.67,0.539683,B,29,False
fc754716,codeit_failed,112,-0.2709,1.0,0.8063,0.539683,B,29,False
fd096ab6,human_success,8,-0.7022,1.0,0.1462,0.97,B,27,False
fd096ab6,human_failed,4,-8.3329,0.75,0.7425,0.97,B,27,False
fd4b2b02,human_success,4,0.1895,0.75,0.11,0.875,B,32,False
fd4b2b02,human_failed,6,-5.542,1.0,0.9533,0.875,B,32,False
fe9372f3,human_success,8,0.3491,0.875,0.0675,0.856863,B,73,False
fe9372f3,human_failed,4,-1.524,0.75,0.7425,0.856863,B,73,False
fea12743,human_success,1,-0.2018,1.0,0.61,0.863636,B,24,False
fea12743,human_failed,10,-0.1635,0.7,0.596,0.863636,B,24,False
ff72ca3e,human_success,7,0.498,0.7143,0.1029,0.68,B,191,False
ff72ca3e,human_failed,6,-0.5052,0.5,0.495,0.68,B,191,False
ff72ca3e,codeit_failed,39,-0.144,0.8718,0.7877,0.68,B,191,False
